Nombre_1,Apellido_1,CUI_1,InstitucionBancaria_1,AbreviacionInstitucion_1,TipoCuenta_1,SaldoInicial_1
Tina,De Beauchemp,6668839878,Banco Promerica,Promerica,Monetaria en $,0
Tina,De Beauchemp,6668839878,Banco Promerica,Promerica,Monetaria en $,0
Tina,De Beauchemp,6668839878,Banco Promerica,Promerica,Monetaria en $,0
Tina,De Beauchemp,6668839878,Banco Promerica,Promerica,Monetaria en $,0
Tina,De Beauchemp,6668839878,Banco Promerica,Promerica,Monetaria en $,0
Maggee,Shergold,6816494733,Banco Industrial,BI,Monetaria en Q,0
Maggee,Shergold,6816494733,Banco Industrial,BI,Monetaria en Q,0
Maggee,Shergold,6816494733,Banco Industrial,BI,Monetaria en Q,0
Maggee,Shergold,6816494733,Banco Promerica,Promerica,Ahorro,3276
Morgun,Coots,6920115220,Banco G&T,G&T,Monetaria en $,0
Morgun,Coots,6920115220,Banco G&T,G&T,Monetaria en $,0
Morgun,Coots,6920115220,Banco Industrial,BI,Monetaria en Q,0
Morgun,Coots,6920115220,Banco Industrial,BI,Monetaria en Q,0
Morgun,Coots,6920115220,Banco Promerica,Promerica,Monetaria en $,0
Morgun,Coots,6920115220,Banco Promerica,Promerica,Monetaria en $,0
Morgun,Coots,6920115220,Banco Promerica,Promerica,Monetaria en $,0
Morgun,Coots,6920115220,Banco Promerica,Promerica,Monetaria en $,0
Kizzie,Pettman,6981272008,Banco Industrial,BI,Ahorro,0
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,0
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,1774
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,0
Kizzie,Pettman,6981272008,Banco Promerica,Promerica,Ahorro,0
Burgess,Goudy,7154849568,Banco Promerica,Promerica,Ahorro,977
Burgess,Goudy,7154849568,Banco Promerica,Promerica,Ahorro,977
Burgess,Goudy,7154849568,Banco Promerica,Promerica,Ahorro,977
Burgess,Goudy,7154849568,Banco Promerica,Promerica,Ahorro,977
Esme,Seifenmacher,7341877243,Banco Industrial,BI,Monetaria en $,0
Esme,Seifenmacher,7341877243,Banco Industrial,BI,Monetaria en $,0
Esme,Seifenmacher,7341877243,Banco Industrial,BI,Ahorro,624
Esme,Seifenmacher,7341877243,Banco Industrial,BI,Ahorro,624
Esme,Seifenmacher,7341877243,Banco Promerica,Promerica,Monetaria en Q,1522
Esme,Seifenmacher,7341877243,Banco Promerica,Promerica,Monetaria en Q,1522
Esme,Seifenmacher,7341877243,Banco Promerica,Promerica,Monetaria en Q,1522
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Alexander,Amor,7361225500,Banco Promerica,Promerica,Ahorro,0
Phaidra,Thornthwaite,7422400781,Banco Agromercantil,BAM,Monetaria en Q,0
Phaidra,Thornthwaite,7422400781,Banco Agromercantil,BAM,Monetaria en Q,0
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,4262
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,4262
Phaidra,Thornthwaite,7422400781,Banco de desarrollo rural,BANRURAL,Monetaria en Q,4262
Leann,Buncher,7589827045,Banco Industrial,BI,Monetaria en $,973
Leann,Buncher,7589827045,Banco Industrial,BI,Monetaria en $,973
Leann,Buncher,7589827045,Banco Industrial,BI,Monetaria en $,973
Leann,Buncher,7589827045,Banco Industrial,BI,Monetaria en $,973
Cully,Matyugin,7652775906,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Cully,Matyugin,7652775906,Banco Industrial,BI,Monetaria en Q,3070
Cully,Matyugin,7652775906,Banco Industrial,BI,Monetaria en Q,3070
Cully,Matyugin,7652775906,Banco Promerica,Promerica,Monetaria en Q,0
Cully,Matyugin,7652775906,Banco Promerica,Promerica,Monetaria en Q,0
Cully,Matyugin,7652775906,Banco Promerica,Promerica,Monetaria en Q,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Industrial,BI,Monetaria en $,0
Thoma,Kempster,7725887806,Banco Promerica,Promerica,Monetaria en $,3305
Koressa,Knowler,7737952055,Banco de desarrollo rural,BANRURAL,Monetaria en $,4560
Koressa,Knowler,7737952055,Banco de desarrollo rural,BANRURAL,Monetaria en $,4560
Koressa,Knowler,7737952055,Banco de desarrollo rural,BANRURAL,Monetaria en $,4560
Koressa,Knowler,7737952055,Banco G&T,G&T,Monetaria en $,0
Koressa,Knowler,7737952055,Banco G&T,G&T,Monetaria en $,0
Koressa,Knowler,7737952055,Banco Industrial,BI,Monetaria en $,4003
Koressa,Knowler,7737952055,Banco Industrial,BI,Monetaria en $,4003
Koressa,Knowler,7737952055,Banco Industrial,BI,Monetaria en $,4003
Koressa,Knowler,7737952055,Banco Promerica,Promerica,Ahorro,3065
Koressa,Knowler,7737952055,Banco Promerica,Promerica,Ahorro,3065
Arlin,Bruckner,7819264039,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Arlin,Bruckner,7819264039,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Monetaria en Q,784
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Monetaria en Q,784
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Ahorro,3228
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Monetaria en Q,784
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Monetaria en Q,784
Arlin,Bruckner,7819264039,Banco Promerica,Promerica,Ahorro,3228
Jarid,McEniry,7858016997,Banco de desarrollo rural,BANRURAL,Ahorro,4005
Konstanze,Blood,7873382966,Banco Industrial,BI,Ahorro,0
Konstanze,Blood,7873382966,Banco Industrial,BI,Ahorro,0
Konstanze,Blood,7873382966,Banco Industrial,BI,Ahorro,0
Konstanze,Blood,7873382966,Banco Industrial,BI,Ahorro,0
Konstanze,Blood,7873382966,Banco Promerica,Promerica,Monetaria en Q,0
Konstanze,Blood,7873382966,Banco Promerica,Promerica,Monetaria en Q,0
Konstanze,Blood,7873382966,Banco Promerica,Promerica,Monetaria en Q,0
Konstanze,Blood,7873382966,Banco Promerica,Promerica,Monetaria en Q,0
Konstanze,Blood,7873382966,Banco Promerica,Promerica,Monetaria en Q,0
Neill,Esser,7964176803,Banco Industrial,BI,Monetaria en Q,1322
Neill,Esser,7964176803,Banco Industrial,BI,Monetaria en $,1053
Neill,Esser,7964176803,Banco Industrial,BI,Monetaria en Q,1322
Neill,Esser,7964176803,Banco Industrial,BI,Monetaria en $,1053
Luelle,Barenskie,8068530312,Banco G&T,G&T,Monetaria en Q,0
Luelle,Barenskie,8068530312,Banco G&T,G&T,Monetaria en Q,0
Renard,Pelchat,8373980261,Banco Promerica,Promerica,Ahorro,3011
Renard,Pelchat,8373980261,Banco Promerica,Promerica,Ahorro,3011
Renard,Pelchat,8373980261,Banco Promerica,Promerica,Ahorro,3011
Renard,Pelchat,8373980261,Banco Promerica,Promerica,Ahorro,3011
Margo,Aspinall,8574878405,Banco de desarrollo rural,BANRURAL,Monetaria en $,485
Margo,Aspinall,8574878405,Banco de desarrollo rural,BANRURAL,Monetaria en $,485
Margo,Aspinall,8574878405,Banco de desarrollo rural,BANRURAL,Monetaria en $,485
Margo,Aspinall,8574878405,Banco Industrial,BI,Monetaria en $,0
Margo,Aspinall,8574878405,Banco Industrial,BI,Monetaria en $,0
Carmita,Hiscoke,8640571546,Banco Agromercantil,BAM,Monetaria en Q,2277
Carmita,Hiscoke,8640571546,Banco Agromercantil,BAM,Monetaria en Q,2277
Carmita,Hiscoke,8640571546,Banco Agromercantil,BAM,Monetaria en Q,2277
Lauralee,Britnell,8712012858,Banco Industrial,BI,Monetaria en Q,0
Lauralee,Britnell,8712012858,Banco Industrial,BI,Monetaria en Q,0
Gearard,Laye,9158606432,Banco de desarrollo rural,BANRURAL,Monetaria en $,2879
Gearard,Laye,9158606432,Banco de desarrollo rural,BANRURAL,Monetaria en $,2879
Leonid,Berrey,9488599294,Banco Promerica,Promerica,Monetaria en $,0
Cherise,Pluvier,9622621546,Banco Industrial,BI,Ahorro,3285
Cherise,Pluvier,9622621546,Banco Industrial,BI,Ahorro,3285
Cherise,Pluvier,9622621546,Banco Industrial,BI,Ahorro,3285
Joelynn,De Gregoli,9835876975,Banco G&T,G&T,Monetaria en Q,3214
Joelynn,De Gregoli,9835876975,Banco Industrial,BI,Monetaria en Q,1191
Joelynn,De Gregoli,9835876975,Banco Industrial,BI,Monetaria en Q,1191
Joelynn,De Gregoli,9835876975,Banco Industrial,BI,Monetaria en Q,1191
Joelynn,De Gregoli,9835876975,Banco Promerica,Promerica,Ahorro,4350
Joelynn,De Gregoli,9835876975,Banco Promerica,Promerica,Ahorro,4350
Joelynn,De Gregoli,9835876975,Banco Promerica,Promerica,Ahorro,4350
Joelynn,De Gregoli,9835876975,Banco Promerica,Promerica,Ahorro,4350
Joelynn,De Gregoli,9835876975,Banco Promerica,Promerica,Ahorro,4350
